country,control_n,treatment_n,control_rate,treatment_rate,absolute_lift,relative_lift,z_statistic,p_value,ci_low,ci_high
AU,2263,2243,0.14052143172779497,0.15960766830138207,0.0190862365735871,0.13582438165417487,1.793907621964451,0.07282791469809612,-0.0017641539433078356,0.03993662709048204
CA,3568,3487,0.13312780269058297,0.15084599942644106,0.01771819673585809,0.1330916335864034,2.1323975660601615,0.03297417731819185,0.0014282665032908787,0.0340081269684253
DE,3179,3259,0.10978295061340045,0.13378336913163547,0.02400041851823502,0.21861699274919522,2.942438702172378,0.0032563824686825753,0.008041310521017725,0.039959526515452315
UK,4422,4523,0.14676616915422885,0.16604023877957108,0.019274069625342227,0.131325016769281,2.5083758973196284,0.012128756468351782,0.004227766930735191,0.03432037231994926
US,11568,11488,0.15205739972337481,0.1666956824512535,0.014638282727878676,0.09626813791705535,3.0364392424753195,0.0023939034907936676,0.005190217600157854,0.0240863478555995
